run_accession	experiment_title	experiment_accession	center_name	tax_id	library_strategy
ERR7977661	Illumina MiSeq paired end sequencing	ERX7543808	SC	6183	WGS
ERR7977663	Illumina MiSeq paired end sequencing	ERX7543810	SC	6183	WGS
ERR3173244	HiSeq X Ten paired end sequencing	ERX3201178	SC	6183	WGS
ERR7977665	Illumina MiSeq paired end sequencing	ERX7543812	SC	6183	WGS
ERR3173248	HiSeq X Ten paired end sequencing	ERX3201182	SC	6183	WGS
ERR7977669	Illumina MiSeq paired end sequencing	ERX7543816	SC	6183	WGS
ERR7977671	Illumina MiSeq paired end sequencing	ERX7543818	SC	6183	WGS
ERR3173250	HiSeq X Ten paired end sequencing	ERX3201184	SC	6183	WGS
ERR7977676	Illumina MiSeq paired end sequencing	ERX7543823	SC	6183	WGS
ERR3173251	HiSeq X Ten paired end sequencing	ERX3201185	SC	6183	WGS
ERR3173252	HiSeq X Ten paired end sequencing	ERX3201186	SC	6183	WGS
ERR7977678	Illumina MiSeq paired end sequencing	ERX7543825	SC	6183	WGS
ERR3173254	HiSeq X Ten paired end sequencing	ERX3201188	SC	6183	WGS
ERR7977680	Illumina MiSeq paired end sequencing	ERX7543827	SC	6183	WGS
ERR7977681	Illumina MiSeq paired end sequencing	ERX7543828	SC	6183	WGS
ERR7977682	Illumina MiSeq paired end sequencing	ERX7543829	SC	6183	WGS
ERR7977684	Illumina MiSeq paired end sequencing	ERX7543831	SC	6183	WGS
ERR7977685	Illumina MiSeq paired end sequencing	ERX7543832	SC	6183	WGS
ERR3173262	HiSeq X Ten paired end sequencing	ERX3201196	SC	6183	WGS
ERR7977686	Illumina MiSeq paired end sequencing	ERX7543833	SC	6183	WGS
ERR7977687	Illumina MiSeq paired end sequencing	ERX7543834	SC	6183	WGS
ERR7977689	Illumina MiSeq paired end sequencing	ERX7543836	SC	6183	WGS
ERR3173263	HiSeq X Ten paired end sequencing	ERX3201197	SC	6183	WGS
ERR7977690	Illumina MiSeq paired end sequencing	ERX7543837	SC	6183	WGS
ERR7977692	Illumina MiSeq paired end sequencing	ERX7543839	SC	6183	WGS
ERR3293259	Illumina MiSeq paired end sequencing	ERX3319606	SC	6183	WGS
ERR7977694	Illumina MiSeq paired end sequencing	ERX7543841	SC	6183	WGS
ERR3293260	Illumina MiSeq paired end sequencing	ERX3319607	SC	6183	WGS
ERR7977695	Illumina MiSeq paired end sequencing	ERX7543842	SC	6183	WGS
ERR7977696	Illumina MiSeq paired end sequencing	ERX7543843	SC	6183	WGS
ERR3293262	Illumina MiSeq paired end sequencing	ERX3319609	SC	6183	WGS
ERR7977699	Illumina MiSeq paired end sequencing	ERX7543846	SC	6183	WGS
ERR7977701	Illumina MiSeq paired end sequencing	ERX7543848	SC	6183	WGS
ERR3293264	Illumina MiSeq paired end sequencing	ERX3319611	SC	6183	WGS
ERR3293266	Illumina MiSeq paired end sequencing	ERX3319613	SC	6183	WGS
ERR7977703	Illumina MiSeq paired end sequencing	ERX7543850	SC	6183	WGS
ERR3293267	Illumina MiSeq paired end sequencing	ERX3319614	SC	6183	WGS
ERR7977704	Illumina MiSeq paired end sequencing	ERX7543851	SC	6183	WGS
ERR3293268	Illumina MiSeq paired end sequencing	ERX3319615	SC	6183	WGS
ERR7977706	Illumina MiSeq paired end sequencing	ERX7543853	SC	6183	WGS
ERR7977708	Illumina MiSeq paired end sequencing	ERX7543855	SC	6183	WGS
ERR3293270	Illumina MiSeq paired end sequencing	ERX3319617	SC	6183	WGS
ERR7977712	Illumina MiSeq paired end sequencing	ERX7543859	SC	6183	WGS
ERR7977713	Illumina MiSeq paired end sequencing	ERX7543860	SC	6183	WGS
ERR3293273	Illumina MiSeq paired end sequencing	ERX3319620	SC	6183	WGS
ERR7977715	Illumina MiSeq paired end sequencing	ERX7543862	SC	6183	WGS
ERR3293274	Illumina MiSeq paired end sequencing	ERX3319621	SC	6183	WGS
ERR7977718	Illumina MiSeq paired end sequencing	ERX7543865	SC	6183	WGS
ERR7977720	Illumina MiSeq paired end sequencing	ERX7543867	SC	6183	WGS
ERR3293277	Illumina MiSeq paired end sequencing	ERX3319624	SC	6183	WGS
ERR7977722	Illumina MiSeq paired end sequencing	ERX7543869	SC	6183	WGS
ERR7977723	Illumina MiSeq paired end sequencing	ERX7543870	SC	6183	WGS
ERR3293280	Illumina MiSeq paired end sequencing	ERX3319627	SC	6183	WGS
ERR7977726	Illumina MiSeq paired end sequencing	ERX7543873	SC	6183	WGS
ERR3293282	Illumina MiSeq paired end sequencing	ERX3319629	SC	6183	WGS
ERR7977727	Illumina MiSeq paired end sequencing	ERX7543874	SC	6183	WGS
ERR3293283	Illumina MiSeq paired end sequencing	ERX3319630	SC	6183	WGS
ERR7977728	Illumina MiSeq paired end sequencing	ERX7543875	SC	6183	WGS
ERR7977732	Illumina MiSeq paired end sequencing	ERX7543879	SC	6183	WGS
ERR3293286	Illumina MiSeq paired end sequencing	ERX3319633	SC	6183	WGS
ERR7977734	Illumina MiSeq paired end sequencing	ERX7543881	SC	6183	WGS
ERR7977736	Illumina MiSeq paired end sequencing	ERX7543883	SC	6183	WGS
ERR3293287	Illumina MiSeq paired end sequencing	ERX3319634	SC	6183	WGS
ERR7977737	Illumina MiSeq paired end sequencing	ERX7543884	SC	6183	WGS
ERR3293289	Illumina MiSeq paired end sequencing	ERX3319636	SC	6183	WGS
ERR7977739	Illumina MiSeq paired end sequencing	ERX7543886	SC	6183	WGS
ERR3293291	Illumina MiSeq paired end sequencing	ERX3319638	SC	6183	WGS
ERR7977740	Illumina MiSeq paired end sequencing	ERX7543887	SC	6183	WGS
ERR3293293	Illumina MiSeq paired end sequencing	ERX3319640	SC	6183	WGS
ERR7977741	Illumina MiSeq paired end sequencing	ERX7543888	SC	6183	WGS
ERR3293297	Illumina MiSeq paired end sequencing	ERX3319644	SC	6183	WGS
ERR7977743	Illumina MiSeq paired end sequencing	ERX7543890	SC	6183	WGS
ERR3293301	Illumina MiSeq paired end sequencing	ERX3319648	SC	6183	WGS
ERR7977745	Illumina MiSeq paired end sequencing	ERX7543892	SC	6183	WGS
ERR7977748	Illumina MiSeq paired end sequencing	ERX7543895	SC	6183	WGS
ERR3293305	Illumina MiSeq paired end sequencing	ERX3319652	SC	6183	WGS
ERR7977750	Illumina MiSeq paired end sequencing	ERX7543897	SC	6183	WGS
ERR3293306	Illumina MiSeq paired end sequencing	ERX3319653	SC	6183	WGS
ERR7977751	Illumina MiSeq paired end sequencing	ERX7543898	SC	6183	WGS
ERR7977757	Illumina NovaSeq 6000 paired end sequencing	ERX7543904	SC	6183	WGS
ERR3293307	Illumina MiSeq paired end sequencing	ERX3319654	SC	6183	WGS
ERR7977758	Illumina NovaSeq 6000 paired end sequencing	ERX7543905	SC	6183	WGS
ERR3293314	Illumina MiSeq paired end sequencing	ERX3319661	SC	6183	WGS
ERR3293315	Illumina MiSeq paired end sequencing	ERX3319662	SC	6183	WGS
ERR3293317	Illumina MiSeq paired end sequencing	ERX3319664	SC	6183	WGS
ERR7977760	Illumina NovaSeq 6000 paired end sequencing	ERX7543907	SC	6183	WGS
ERR7977763	Illumina NovaSeq 6000 paired end sequencing	ERX7543910	SC	6183	WGS
ERR3293320	Illumina MiSeq paired end sequencing	ERX3319667	SC	6183	WGS
ERR3293321	Illumina MiSeq paired end sequencing	ERX3319668	SC	6183	WGS
ERR7977766	Illumina NovaSeq 6000 paired end sequencing	ERX7543913	SC	6183	WGS
ERR7977768	Illumina NovaSeq 6000 paired end sequencing	ERX7543915	SC	6183	WGS
ERR3293325	Illumina MiSeq paired end sequencing	ERX3319672	SC	6183	WGS
ERR3293327	Illumina MiSeq paired end sequencing	ERX3319674	SC	6183	WGS
ERR7977769	Illumina NovaSeq 6000 paired end sequencing	ERX7543916	SC	6183	WGS
ERR7977770	Illumina NovaSeq 6000 paired end sequencing	ERX7543917	SC	6183	WGS
ERR3293330	Illumina MiSeq paired end sequencing	ERX3319677	SC	6183	WGS
ERR7977772	Illumina NovaSeq 6000 paired end sequencing	ERX7543919	SC	6183	WGS
ERR3293332	Illumina MiSeq paired end sequencing	ERX3319679	SC	6183	WGS
ERR7977773	Illumina NovaSeq 6000 paired end sequencing	ERX7543920	SC	6183	WGS
ERR7977775	Illumina NovaSeq 6000 paired end sequencing	ERX7543922	SC	6183	WGS
ERR3293333	Illumina MiSeq paired end sequencing	ERX3319680	SC	6183	WGS
ERR7977778	Illumina NovaSeq 6000 paired end sequencing	ERX7543925	SC	6183	WGS
ERR3293335	Illumina MiSeq paired end sequencing	ERX3319682	SC	6183	WGS
ERR7977779	Illumina NovaSeq 6000 paired end sequencing	ERX7543926	SC	6183	WGS
ERR7977782	Illumina NovaSeq 6000 paired end sequencing	ERX7543929	SC	6183	WGS
ERR3293339	Illumina MiSeq paired end sequencing	ERX3319686	SC	6183	WGS
ERR7977783	Illumina NovaSeq 6000 paired end sequencing	ERX7543930	SC	6183	WGS
ERR3293340	Illumina MiSeq paired end sequencing	ERX3319687	SC	6183	WGS
ERR7977784	Illumina NovaSeq 6000 paired end sequencing	ERX7543931	SC	6183	WGS
ERR7977785	Illumina NovaSeq 6000 paired end sequencing	ERX7543932	SC	6183	WGS
ERR3293342	Illumina MiSeq paired end sequencing	ERX3319689	SC	6183	WGS
ERR7977786	Illumina NovaSeq 6000 paired end sequencing	ERX7543933	SC	6183	WGS
ERR7977792	Illumina NovaSeq 6000 paired end sequencing	ERX7543939	SC	6183	WGS
ERR3293343	Illumina MiSeq paired end sequencing	ERX3319690	SC	6183	WGS
ERR7977794	Illumina NovaSeq 6000 paired end sequencing	ERX7543941	SC	6183	WGS
ERR7977797	Illumina NovaSeq 6000 paired end sequencing	ERX7543944	SC	6183	WGS
ERR3293344	Illumina MiSeq paired end sequencing	ERX3319691	SC	6183	WGS
ERR7977799	Illumina NovaSeq 6000 paired end sequencing	ERX7543946	SC	6183	WGS
ERR3293346	Illumina MiSeq paired end sequencing	ERX3319693	SC	6183	WGS
ERR7977800	Illumina NovaSeq 6000 paired end sequencing	ERX7543947	SC	6183	WGS
ERR3293349	Illumina MiSeq paired end sequencing	ERX3319696	SC	6183	WGS
ERR7977801	Illumina NovaSeq 6000 paired end sequencing	ERX7543948	SC	6183	WGS
ERR7977802	Illumina NovaSeq 6000 paired end sequencing	ERX7543949	SC	6183	WGS
ERR3293350	Illumina MiSeq paired end sequencing	ERX3319697	SC	6183	WGS
ERR7977803	Illumina NovaSeq 6000 paired end sequencing	ERX7543950	SC	6183	WGS
ERR3304223	Illumina HiSeq 2500 paired end sequencing	ERX3330313	SC	6183	WGS
ERR7977804	Illumina NovaSeq 6000 paired end sequencing	ERX7543951	SC	6183	WGS
ERR7977805	Illumina NovaSeq 6000 paired end sequencing	ERX7543952	SC	6183	WGS
ERR3304225	Illumina HiSeq 2500 paired end sequencing	ERX3330315	SC	6183	WGS
ERR7977807	Illumina NovaSeq 6000 paired end sequencing	ERX7543954	SC	6183	WGS
ERR3304227	Illumina HiSeq 2500 paired end sequencing	ERX3330317	SC	6183	WGS
ERR7977810	Illumina NovaSeq 6000 paired end sequencing	ERX7543957	SC	6183	WGS
ERR3304229	Illumina HiSeq 2500 paired end sequencing	ERX3330319	SC	6183	WGS
ERR7977811	Illumina NovaSeq 6000 paired end sequencing	ERX7543958	SC	6183	WGS
ERR7977815	Illumina NovaSeq 6000 paired end sequencing	ERX7543962	SC	6183	WGS
ERR3304234	Illumina MiSeq paired end sequencing	ERX3330324	SC	6183	WGS
ERR7977817	Illumina NovaSeq 6000 paired end sequencing	ERX7543964	SC	6183	WGS
ERR7977819	Illumina NovaSeq 6000 paired end sequencing	ERX7543966	SC	6183	WGS
ERR3304243	Illumina MiSeq paired end sequencing	ERX3330333	SC	6183	WGS
ERR7977820	Illumina NovaSeq 6000 paired end sequencing	ERX7543967	SC	6183	WGS
ERR7977822	Illumina NovaSeq 6000 paired end sequencing	ERX7543969	SC	6183	WGS
ERR7977823	Illumina NovaSeq 6000 paired end sequencing	ERX7543970	SC	6183	WGS
ERR7977825	Illumina NovaSeq 6000 paired end sequencing	ERX7543972	SC	6183	WGS
ERR3304247	Illumina MiSeq paired end sequencing	ERX3330337	SC	6183	WGS
ERR7977826	Illumina NovaSeq 6000 paired end sequencing	ERX7543973	SC	6183	WGS
ERR7977827	Illumina NovaSeq 6000 paired end sequencing	ERX7543974	SC	6183	WGS
ERR3304250	Illumina MiSeq paired end sequencing	ERX3330340	SC	6183	WGS
ERR7977828	Illumina NovaSeq 6000 paired end sequencing	ERX7543975	SC	6183	WGS
ERR7977831	Illumina NovaSeq 6000 paired end sequencing	ERX7543978	SC	6183	WGS
ERR3304251	Illumina MiSeq paired end sequencing	ERX3330341	SC	6183	WGS
ERR7977832	Illumina NovaSeq 6000 paired end sequencing	ERX7543979	SC	6183	WGS
ERR3304259	Illumina MiSeq paired end sequencing	ERX3330349	SC	6183	WGS
ERR7977835	Illumina NovaSeq 6000 paired end sequencing	ERX7543982	SC	6183	WGS
ERR7977836	Illumina NovaSeq 6000 paired end sequencing	ERX7543983	SC	6183	WGS
ERR3304260	Illumina MiSeq paired end sequencing	ERX3330350	SC	6183	WGS
ERR7977837	Illumina NovaSeq 6000 paired end sequencing	ERX7543984	SC	6183	WGS
ERR7977838	Illumina NovaSeq 6000 paired end sequencing	ERX7543985	SC	6183	WGS
ERR3304263	Illumina MiSeq paired end sequencing	ERX3330353	SC	6183	WGS
ERR7977839	Illumina NovaSeq 6000 paired end sequencing	ERX7543986	SC	6183	WGS
ERR7977842	Illumina NovaSeq 6000 paired end sequencing	ERX7543989	SC	6183	WGS
ERR3304264	Illumina MiSeq paired end sequencing	ERX3330354	SC	6183	WGS
ERR7977843	Illumina NovaSeq 6000 paired end sequencing	ERX7543990	SC	6183	WGS
ERR3304265	Illumina MiSeq paired end sequencing	ERX3330355	SC	6183	WGS
ERR7977845	Illumina NovaSeq 6000 paired end sequencing	ERX7543992	SC	6183	WGS
ERR3304269	Illumina MiSeq paired end sequencing	ERX3330359	SC	6183	WGS
ERR7977846	Illumina NovaSeq 6000 paired end sequencing	ERX7543993	SC	6183	WGS
ERR3304270	Illumina MiSeq paired end sequencing	ERX3330360	SC	6183	WGS
ERR7977848	Illumina NovaSeq 6000 paired end sequencing	ERX7543995	SC	6183	WGS
ERR7977850	Illumina NovaSeq 6000 paired end sequencing	ERX7543997	SC	6183	WGS
ERR3304271	Illumina MiSeq paired end sequencing	ERX3330361	SC	6183	WGS
ERR3304272	Illumina MiSeq paired end sequencing	ERX3330362	SC	6183	WGS
ERR7977854	Illumina NovaSeq 6000 paired end sequencing	ERX7544001	SC	6183	WGS
ERR7977856	Illumina NovaSeq 6000 paired end sequencing	ERX7544003	SC	6183	WGS
ERR3304273	Illumina MiSeq paired end sequencing	ERX3330363	SC	6183	WGS
ERR7977858	Illumina NovaSeq 6000 paired end sequencing	ERX7544005	SC	6183	WGS
ERR3304275	Illumina MiSeq paired end sequencing	ERX3330365	SC	6183	WGS
ERR7977859	Illumina NovaSeq 6000 paired end sequencing	ERX7544006	SC	6183	WGS
ERR3304276	Illumina MiSeq paired end sequencing	ERX3330366	SC	6183	WGS
ERR3304277	Illumina MiSeq paired end sequencing	ERX3330367	SC	6183	WGS
ERR7977862	Illumina NovaSeq 6000 paired end sequencing	ERX7544009	SC	6183	WGS
ERR3304279	Illumina MiSeq paired end sequencing	ERX3330369	SC	6183	WGS
ERR7977864	Illumina NovaSeq 6000 paired end sequencing	ERX7544011	SC	6183	WGS
ERR3304281	Illumina MiSeq paired end sequencing	ERX3330371	SC	6183	WGS
ERR7977865	Illumina NovaSeq 6000 paired end sequencing	ERX7544012	SC	6183	WGS
ERR7977867	Illumina NovaSeq 6000 paired end sequencing	ERX7544014	SC	6183	WGS
ERR7977868	Illumina NovaSeq 6000 paired end sequencing	ERX7544015	SC	6183	WGS
ERR7977869	Illumina NovaSeq 6000 paired end sequencing	ERX7544016	SC	6183	WGS
ERR7977875	Illumina NovaSeq 6000 paired end sequencing	ERX7544022	SC	6183	WGS
ERR7977876	Illumina NovaSeq 6000 paired end sequencing	ERX7544023	SC	6183	WGS
ERR3304282	Illumina MiSeq paired end sequencing	ERX3330372	SC	6183	WGS
ERR7977878	Illumina NovaSeq 6000 paired end sequencing	ERX7544025	SC	6183	WGS
ERR7977879	Illumina NovaSeq 6000 paired end sequencing	ERX7544026	SC	6183	WGS
ERR3304283	Illumina MiSeq paired end sequencing	ERX3330373	SC	6183	WGS
ERR7977882	Illumina NovaSeq 6000 paired end sequencing	ERX7544029	SC	6183	WGS
ERR7977885	Illumina NovaSeq 6000 paired end sequencing	ERX7544032	SC	6183	WGS
ERR3304284	Illumina MiSeq paired end sequencing	ERX3330374	SC	6183	WGS
ERR7977887	Illumina NovaSeq 6000 paired end sequencing	ERX7544034	SC	6183	WGS
ERR7977888	Illumina NovaSeq 6000 paired end sequencing	ERX7544035	SC	6183	WGS
ERR3304285	Illumina MiSeq paired end sequencing	ERX3330375	SC	6183	WGS
ERR7977889	Illumina NovaSeq 6000 paired end sequencing	ERX7544036	SC	6183	WGS
ERR3304286	Illumina MiSeq paired end sequencing	ERX3330376	SC	6183	WGS
ERR7977890	Illumina NovaSeq 6000 paired end sequencing	ERX7544037	SC	6183	WGS
ERR7977891	Illumina NovaSeq 6000 paired end sequencing	ERX7544038	SC	6183	WGS
ERR3304287	Illumina MiSeq paired end sequencing	ERX3330377	SC	6183	WGS
ERR7977892	Illumina NovaSeq 6000 paired end sequencing	ERX7544039	SC	6183	WGS
ERR3304289	Illumina MiSeq paired end sequencing	ERX3330379	SC	6183	WGS
ERR3304365	Illumina MiSeq paired end sequencing	ERX3330455	SC	6183	WGS
ERR3304369	Illumina MiSeq paired end sequencing	ERX3330459	SC	6183	WGS
ERR7977894	Illumina NovaSeq 6000 paired end sequencing	ERX7544041	SC	6183	WGS
ERR3304372	Illumina MiSeq paired end sequencing	ERX3330462	SC	6183	WGS
ERR7977897	Illumina NovaSeq 6000 paired end sequencing	ERX7544044	SC	6183	WGS
ERR3304373	Illumina MiSeq paired end sequencing	ERX3330463	SC	6183	WGS
ERR7977900	Illumina NovaSeq 6000 paired end sequencing	ERX7544047	SC	6183	WGS
ERR7977902	Illumina NovaSeq 6000 paired end sequencing	ERX7544049	SC	6183	WGS
ERR7977903	Illumina NovaSeq 6000 paired end sequencing	ERX7544050	SC	6183	WGS
ERR7977910	Illumina NovaSeq 6000 paired end sequencing	ERX7544057	SC	6183	WGS
ERR7977911	Illumina NovaSeq 6000 paired end sequencing	ERX7544058	SC	6183	WGS
ERR3304374	Illumina MiSeq paired end sequencing	ERX3330464	SC	6183	WGS
ERR7977912	Illumina NovaSeq 6000 paired end sequencing	ERX7544059	SC	6183	WGS
ERR7977913	Illumina NovaSeq 6000 paired end sequencing	ERX7544060	SC	6183	WGS
ERR3304376	Illumina MiSeq paired end sequencing	ERX3330466	SC	6183	WGS
ERR7977914	Illumina NovaSeq 6000 paired end sequencing	ERX7544061	SC	6183	WGS
ERR3304379	Illumina MiSeq paired end sequencing	ERX3330469	SC	6183	WGS
ERR7977919	Illumina NovaSeq 6000 paired end sequencing	ERX7544066	SC	6183	WGS
ERR7977920	Illumina NovaSeq 6000 paired end sequencing	ERX7544067	SC	6183	WGS
ERR3304380	Illumina MiSeq paired end sequencing	ERX3330470	SC	6183	WGS
ERR7977924	Illumina NovaSeq 6000 paired end sequencing	ERX7544071	SC	6183	WGS
ERR7977926	Illumina NovaSeq 6000 paired end sequencing	ERX7544073	SC	6183	WGS
ERR3304381	Illumina MiSeq paired end sequencing	ERX3330471	SC	6183	WGS
ERR7977928	Illumina NovaSeq 6000 paired end sequencing	ERX7544075	SC	6183	WGS
ERR3304387	Illumina MiSeq paired end sequencing	ERX3330477	SC	6183	WGS
ERR7977930	Illumina NovaSeq 6000 paired end sequencing	ERX7544077	SC	6183	WGS
ERR7977931	Illumina NovaSeq 6000 paired end sequencing	ERX7544078	SC	6183	WGS
ERR338338	Illumina HiSeq 2000 paired end sequencing	ERX311243	SC	6183	WGS
ERR7977936	Illumina NovaSeq 6000 paired end sequencing	ERX7544083	SC	6183	WGS
ERR7977937	Illumina NovaSeq 6000 paired end sequencing	ERX7544084	SC	6183	WGS
ERR7977938	Illumina NovaSeq 6000 paired end sequencing	ERX7544085	SC	6183	WGS
ERR338973	Illumina HiSeq 2000 paired end sequencing	ERX311844	SC	6183	WGS
ERR7977941	Illumina NovaSeq 6000 paired end sequencing	ERX7544088	SC	6183	WGS
ERR7977944	Illumina NovaSeq 6000 paired end sequencing	ERX7544091	SC	6183	WGS
ERR3467676	HiSeq X Ten paired end sequencing	ERX3489339	SC	6183	WGS
ERR7977946	Illumina NovaSeq 6000 paired end sequencing	ERX7544093	SC	6183	WGS
ERR460391	Illumina HiSeq 2000 paired end sequencing	ERX426732	SC	6183	WGS
ERR7977950	Illumina NovaSeq 6000 paired end sequencing	ERX7544097	SC	6183	WGS
ERR494727	Illumina HiSeq 2000 paired end sequencing	ERX460143	SC	6183	WGS
ERR7977952	Illumina NovaSeq 6000 paired end sequencing	ERX7544099	SC	6183	WGS
ERR494728	Illumina HiSeq 2000 paired end sequencing	ERX460144	SC	6183	WGS
ERR7977955	Illumina NovaSeq 6000 paired end sequencing	ERX7544102	SC	6183	WGS
ERR7977956	Illumina NovaSeq 6000 paired end sequencing	ERX7544103	SC	6183	WGS
ERR5161996	HiSeq X Ten paired end sequencing	ERX4966959	SC	6183	WGS
ERR539842	Illumina HiSeq 2500 paired end sequencing	ERX505045	SC	6183	WGS
ERR7977957	Illumina NovaSeq 6000 paired end sequencing	ERX7544104	SC	6183	WGS
ERR539845	Illumina HiSeq 2500 paired end sequencing	ERX505048	SC	6183	WGS
ERR7977958	Illumina NovaSeq 6000 paired end sequencing	ERX7544105	SC	6183	WGS
ERR7977959	Illumina NovaSeq 6000 paired end sequencing	ERX7544106	SC	6183	WGS
ERR539846	Illumina HiSeq 2500 paired end sequencing	ERX505049	SC	6183	WGS
ERR7977960	Illumina NovaSeq 6000 paired end sequencing	ERX7544107	SC	6183	WGS
ERR7977961	Illumina NovaSeq 6000 paired end sequencing	ERX7544108	SC	6183	WGS
ERR539847	Illumina HiSeq 2500 paired end sequencing	ERX505050	SC	6183	WGS
ERR7977963	Illumina NovaSeq 6000 paired end sequencing	ERX7544110	SC	6183	WGS
ERR7977966	Illumina NovaSeq 6000 paired end sequencing	ERX7544113	SC	6183	WGS
ERR539848	Illumina HiSeq 2500 paired end sequencing	ERX505051	SC	6183	WGS
ERR7977967	Illumina NovaSeq 6000 paired end sequencing	ERX7544114	SC	6183	WGS
ERR7977968	Illumina NovaSeq 6000 paired end sequencing	ERX7544115	SC	6183	WGS
ERR562990	Illumina HiSeq 2000 paired end sequencing	ERX522015	SC	6183	WGS
ERR7977969	Illumina NovaSeq 6000 paired end sequencing	ERX7544116	SC	6183	WGS
ERR7977970	Illumina NovaSeq 6000 paired end sequencing	ERX7544117	SC	6183	WGS
ERR667072	Illumina HiSeq 2500 paired end sequencing	ERX622560	SC	6183	WGS
ERR7977972	Illumina NovaSeq 6000 paired end sequencing	ERX7544119	SC	6183	WGS
ERR7977973	Illumina NovaSeq 6000 paired end sequencing	ERX7544120	SC	6183	WGS
ERR7977975	Illumina NovaSeq 6000 paired end sequencing	ERX7544122	SC	6183	WGS
ERR667096	Illumina HiSeq 2500 paired end sequencing	ERX622584	SC	6183	WGS
ERR6798063	Illumina MiSeq paired end sequencing	ERX6421738	SC	6183	WGS
ERR6798065	Illumina MiSeq paired end sequencing	ERX6421740	SC	6183	WGS
ERR7977979	Illumina NovaSeq 6000 paired end sequencing	ERX7544126	SC	6183	WGS
ERR6798066	Illumina MiSeq paired end sequencing	ERX6421741	SC	6183	WGS
ERR6798068	Illumina MiSeq paired end sequencing	ERX6421743	SC	6183	WGS
ERR7977980	Illumina NovaSeq 6000 paired end sequencing	ERX7544127	SC	6183	WGS
ERR7977981	Illumina NovaSeq 6000 paired end sequencing	ERX7544128	SC	6183	WGS
ERR6798070	Illumina MiSeq paired end sequencing	ERX6421745	SC	6183	WGS
ERR7977982	Illumina NovaSeq 6000 paired end sequencing	ERX7544129	SC	6183	WGS
ERR6798072	Illumina MiSeq paired end sequencing	ERX6421747	SC	6183	WGS
ERR7977984	Illumina NovaSeq 6000 paired end sequencing	ERX7544131	SC	6183	WGS
ERR7977985	Illumina NovaSeq 6000 paired end sequencing	ERX7544132	SC	6183	WGS
ERR6798075	Illumina MiSeq paired end sequencing	ERX6421750	SC	6183	WGS
ERR7977989	Illumina NovaSeq 6000 paired end sequencing	ERX7544136	SC	6183	WGS
ERR6798079	Illumina MiSeq paired end sequencing	ERX6421754	SC	6183	WGS
ERR7977991	Illumina NovaSeq 6000 paired end sequencing	ERX7544138	SC	6183	WGS
ERR7977992	Illumina NovaSeq 6000 paired end sequencing	ERX7544139	SC	6183	WGS
ERR6798080	Illumina MiSeq paired end sequencing	ERX6421755	SC	6183	WGS
ERR7977995	Illumina NovaSeq 6000 paired end sequencing	ERX7544142	SC	6183	WGS
ERR6798081	Illumina MiSeq paired end sequencing	ERX6421756	SC	6183	WGS
ERR7977996	Illumina NovaSeq 6000 paired end sequencing	ERX7544143	SC	6183	WGS
ERR7977998	Illumina NovaSeq 6000 paired end sequencing	ERX7544145	SC	6183	WGS
ERR6798082	Illumina MiSeq paired end sequencing	ERX6421757	SC	6183	WGS
ERR7978001	Illumina NovaSeq 6000 paired end sequencing	ERX7544148	SC	6183	WGS
ERR6798086	Illumina MiSeq paired end sequencing	ERX6421761	SC	6183	WGS
ERR7978004	Illumina NovaSeq 6000 paired end sequencing	ERX7544151	SC	6183	WGS
ERR7978005	Illumina NovaSeq 6000 paired end sequencing	ERX7544152	SC	6183	WGS
ERR6798088	Illumina MiSeq paired end sequencing	ERX6421763	SC	6183	WGS
ERR7978006	Illumina NovaSeq 6000 paired end sequencing	ERX7544153	SC	6183	WGS
ERR6798089	Illumina MiSeq paired end sequencing	ERX6421764	SC	6183	WGS
ERR7978009	Illumina NovaSeq 6000 paired end sequencing	ERX7544156	SC	6183	WGS
ERR6798092	Illumina MiSeq paired end sequencing	ERX6421767	SC	6183	WGS
ERR7978011	Illumina NovaSeq 6000 paired end sequencing	ERX7544158	SC	6183	WGS
ERR6798093	Illumina MiSeq paired end sequencing	ERX6421768	SC	6183	WGS
ERR7978013	Illumina NovaSeq 6000 paired end sequencing	ERX7544160	SC	6183	WGS
ERR6798094	Illumina MiSeq paired end sequencing	ERX6421769	SC	6183	WGS
ERR7978015	Illumina NovaSeq 6000 paired end sequencing	ERX7544162	SC	6183	WGS
ERR7978017	Illumina NovaSeq 6000 paired end sequencing	ERX7544164	SC	6183	WGS
ERR7978019	Illumina NovaSeq 6000 paired end sequencing	ERX7544166	SC	6183	WGS
ERR6798099	Illumina MiSeq paired end sequencing	ERX6421774	SC	6183	WGS
ERR7978020	Illumina NovaSeq 6000 paired end sequencing	ERX7544167	SC	6183	WGS
ERR6798101	Illumina MiSeq paired end sequencing	ERX6421776	SC	6183	WGS
ERR7978023	Illumina NovaSeq 6000 paired end sequencing	ERX7544170	SC	6183	WGS
ERR7978027	Illumina NovaSeq 6000 paired end sequencing	ERX7544174	SC	6183	WGS
ERR6798102	Illumina MiSeq paired end sequencing	ERX6421777	SC	6183	WGS
ERR7978029	Illumina NovaSeq 6000 paired end sequencing	ERX7544176	SC	6183	WGS
ERR7978030	Illumina NovaSeq 6000 paired end sequencing	ERX7544177	SC	6183	WGS
ERR6798103	Illumina MiSeq paired end sequencing	ERX6421778	SC	6183	WGS
ERR7978034	Illumina NovaSeq 6000 paired end sequencing	ERX7544181	SC	6183	WGS
